depth,rop,wob,temp_out,rpm,gpm
1566.7,77.76,13.18,119.49,76.16,862.61
1567.71,73.25,15.54,119.37,87.72,863.84
1568.73,43.05,16.08,119.49,89.71,868.75
1569.75,46.93,14.96,119.34,90.59,868.55
1570.76,40.53,14.26,119.11,95.5,867.73
1571.78,71.84,15.17,118.95,92.33,871.62
1572.8,36.95,14.71,118.73,92.82,869.78
1573.81,41.6,14.92,118.92,93.8,870.8
1574.85,63.25,17.74,118.88,82.45,871.01
1575.89,57.42,17.16,118.95,75.76,872.64
1576.9,45.74,17.37,119.07,84.31,872.24
1577.94,43.68,12.99,118.5,92.48,805.67
1578.96,59.06,19.67,119.11,57.43,827.12
1579.98,66.58,20.42,119.34,82.9,832.45
1580.99,50.15,18.18,119.49,92.82,827.95
1582.01,48.79,18.34,119.75,89.37,833.68
1583.02,42.54,17.18,119.56,85.1,834.51
1584.04,55.46,17.1,119.53,61,841.68
1585.06,38.12,18.59,119.53,62.92,841.49
1586.08,57.21,17.97,119.56,78.17,844.57
1587.09,39.35,17.1,119.83,76.83,841.92
1588.11,30.74,18.43,119.79,72.65,847.64
1589.12,21.39,15.23,119.91,73.2,856.82
1590.14,35.18,19.01,119.34,70.36,854.98
1591.16,30.75,17.76,119.14,78.51,855.18
1592.19,36.55,19.75,119.11,86.11,853.55
1593.21,63.15,16.35,119.03,85.98,856.82
1594.23,42.22,23.2,119.11,91.54,856
1595.24,24.9,14.86,119.41,71.77,857.42
1596.26,50.11,13.9,121.39,77.17,854.36
1597.28,43.56,14.4,122.16,77.59,856.61
1598.29,28.8,14.07,122.61,72.1,858.05
1599.31,27.09,15.65,122.61,71.92,857.84
1600.33,23.17,18.26,122.8,68.08,855.18
1601.34,18,18.3,123,71.34,905.94
1602.36,20.4,15.94,123,72.74,867.87
1603.37,25.87,16.06,123.11,82.54,841.24
1604.39,18.2,17.51,123.26,80.92,850.7
1605.41,18.08,4.2,123.22,89.62,853.19
1606.42,40.19,9.26,123.3,78.75,856.26
1607.44,35.51,13.32,123.41,82.9,863.22
1608.47,26.98,17.26,123.57,80.86,868.75
1609.49,40.63,18.51,123.64,78.63,867.73
1610.49,23.91,13.36,123.91,84.55,874.26
1611.51,30.99,17.34,123.72,82.38,860.77
1612.52,24.34,17.55,123.57,74.94,860.36
1613.54,34.84,17.46,123.34,85.34,862.82
1614.55,25.58,18.91,123.45,79.79,854.01
1615.57,30.73,18.42,123.61,83.67,833.02
1616.59,26.63,18.62,123.76,75.09,860.03
1617.6,21.34,16.97,123.91,86.26,860.24
1618.62,24.07,17.34,123.91,86.66,859.62
1619.64,29.03,12.73,123.95,90.44,861.06
1620.65,29.67,17.17,123.87,114.76,853.49
1621.67,11.95,13.07,123.72,95.53,851.03
1622.69,28.15,13.69,123.64,84.73,850.82
1623.7,31.33,16.88,123.68,77.32,850.83
1624.72,25.05,15.43,123.68,76.65,856.56
1625.73,30.23,15.85,123.61,85.92,855.33
1626.75,40.21,13.81,123.64,86.14,854.31
1627.77,17.85,16.72,123.57,95.6,853.9
1628.78,17.59,15.22,123.57,94.25,854.1
1629.82,21.94,16.43,123.53,90.5,849.8
1630.84,43.58,12.82,123.57,94.95,849.19
1631.87,70.38,13.85,123.53,94.1,851.03
1632.89,47.51,13.98,123.53,86.9,851.03
1633.9,41.55,13.77,123.53,88.55,847.96
1634.92,36.94,15.89,123.53,94.62,852.26
1635.94,39.23,18.29,123.53,95.29,852.67
1636.95,22.59,17.17,123.57,91.29,852.46
1637.97,25.97,16.84,123.53,97.3,849.6
1638.99,36.21,13.4,123.57,102.15,850.42
1640,49.34,19.99,123.45,92.21,850.62
1641.02,48.25,17.84,123.64,87.11,860.64
1642.04,31.26,17.79,123.76,77.59,862.69
1643.05,31.86,19.04,123.68,57.09,866.98
1644.07,53.85,17.88,123.68,53.86,864.32
1645.09,48.17,17.59,123.64,57.09,864.94
1646.1,37.72,18.33,123.61,82.48,866.57
1647.14,37.67,22.48,123.53,73.66,862.69
1648.16,38.53,22.44,123.22,74.27,866.57
1649.17,30.5,21.32,123.11,77.69,864.12
1650.21,49.76,20.66,123.07,138,631.49
1651.23,66.57,21.9,123.15,80.16,865.55
1652.26,36.21,22.52,123.26,75.92,738.5
1653.28,36.97,21.07,123.38,76.37,863.51
1654.3,39.79,20.57,123.41,103.65,863.51
1655.33,48.45,24.93,123.41,67.74,835.07
1656.37,64.33,25.01,123.49,60.17,861.87
1657.4,60.16,22.61,123.57,71.61,602.44
1658.44,35.19,21.53,123.61,95.23,844.89
1659.46,34.19,21.07,123.68,81.44,817.06
1660.47,27.32,14.89,123.8,116.83,803.15
1661.49,60.04,20.53,123.8,89.65,580.75
1662.51,34.84,24.47,123.83,82.75,796.81
1663.52,38.92,23.39,123.8,79.24,847.14
1664.54,38.1,24.02,123.83,82.08,846.32
1665.56,37.32,24.02,123.8,94.07,844.48
1666.57,46.61,24.27,123.8,89.28,787.81
1667.63,42.18,23.98,123.8,84.76,797.01
1668.64,38.5,22.23,123.76,92.33,710.87
1669.66,32.37,24.35,123.8,99.1,824.43
1670.67,29.98,22.65,123.87,88.4,856.95
1671.69,45.73,22.73,123.87,86.38,634.39
1672.73,38.84,24.51,123.03,89.37,662.29
1673.74,32.35,22.74,123.95,81.19,779.36
1674.76,35.54,23.9,123.68,77.11,862.63
1675.77,35.87,23.57,123.3,72.32,863.25
1676.79,32.38,24.23,122.84,75.49,859.98
1677.81,36.57,23.4,122.77,64.75,865.71
1678.86,31.17,23.07,122.61,68.96,864.9
1679.88,42.56,23.69,122.65,80.74,837.66
1680.89,36.97,24.61,122.73,83.64,794.77
1681.91,40.65,24.44,122.8,87.33,821.97
1682.93,35.85,24.61,122.96,77.69,833.41
1683.94,45.75,25.52,123.07,92.12,829.32
1684.96,38.51,23.98,123.07,84.43,842.83
1685.98,40.18,24.81,123.15,96.97,756.89
1687.01,33.58,24.85,123.19,92.51,848.96
1688.03,41.73,24.27,123.34,82.87,776.13
1689.04,54.62,24.65,123.34,67.71,848.55
1690.06,58.3,23.44,123.38,65.36,799.25
1691.08,50.84,24.36,123.45,75.64,704.72
1692.09,32.94,24.94,123.45,72.04,682.83
1693.11,29.25,23.23,123.34,72.04,835.05
1694.13,29.98,23.86,123.38,76.13,854.49
1695.14,32.95,23.61,123.3,87.85,851.83
1696.16,42.56,24.81,123.34,52.3,816.23
1697.17,30.73,24.07,123.38,72.77,844.87
1698.19,35.86,22.99,123.41,74.64,849.38
1699.21,33.56,25.06,123.45,81.71,850.81
1700.22,27.49,26.14,123.49,75.95,851.63
1701.24,29.73,25.15,123.49,102.31,772.65
1702.25,31.8,24.73,123.53,90.96,852.85
1703.27,26.98,26.47,123.57,95.72,851.83
1704.28,29.45,23.98,123.53,92.91,852.85
1705.29,25.54,21.66,123,82.93,838.73
1706.31,26.92,23.03,122.54,83.15,836.89
1707.32,40.64,25.52,122.31,80.86,837.3
1708.34,33.27,25.77,122.23,86.2,837.09
1709.36,31.53,23.48,122.08,85.41,836.07
1710.37,37.72,23.69,122.12,85.37,838.32
1711.39,44.11,23.57,122.19,86.32,836.69
1712.41,39.68,24.11,122.35,86.87,835.05
1713.42,38.13,23.07,122.54,82.57,839.14
1714.44,28.59,22.86,122.61,91.84,837.91
1715.46,37.73,23.82,122.65,83.45,834.64
1716.47,45.2,23.32,122.73,89.74,838.32
1717.49,21.4,23.53,122.8,91.84,834.43
1718.51,36.24,22.7,122.88,86.11,837.3
1719.52,26.92,25.85,122.92,92.97,835.26
1720.54,27.62,24.61,122.92,91.32,832.39
1721.56,36.59,24.19,122.96,88.43,835.66
1722.57,43.55,24.36,122.96,88.3,832.19
1723.59,39.36,24.73,123,91.96,833.82
1724.61,32.68,23.61,123.03,85.65,843.64
1725.64,33.61,24.52,122.96,88.58,839.14
1726.66,34.53,25.44,122.96,85.04,838.73
1727.68,38.53,24.15,122.96,85.04,837.5
1728.69,39.17,25.77,122.96,79.82,836.07
1729.71,34.21,24.4,122.96,84.22,836.69
1730.73,30.75,24.44,123,80.89,833.21
1731.74,27.17,25.06,123.07,83.06,833.21
1732.76,34.87,24.52,123.07,84.25,831.57
1733.8,28.04,26.06,123.11,82.51,845.49
1734.81,28.36,22.49,123.19,87.33,835.46
1735.84,32.42,23.82,123.34,75.7,833.54
1736.88,30.31,25.35,123.26,82.14,835.17
1737.89,60.03,24.23,123,80.37,833.13
1738.91,39.78,22.99,122.92,85.65,833.33
1739.93,39.34,24.31,122.77,78.54,833.94
1740.94,31.01,25.19,122.42,85.77,832.92
1741.96,35.18,22.65,122.16,80.13,832.31
1742.98,44.63,23.11,122.08,75.86,834.97
1743.99,42.06,23.4,122.04,72.65,832.51
1745.01,69.09,22.45,122.19,81.04,831.28
1746.05,74.64,22.99,122.27,78.63,831.28
1747.06,67.81,23.36,122.31,80.28,830.67
1748.08,57.19,23.61,122.39,97.7,831.08
1749.12,62.17,22.86,122.42,90.26,830.87
1750.13,53.05,22.61,122.5,87.21,832.1
1751.15,33.56,22.49,122.54,87.05,830.67
1752.17,25.77,23.23,122.65,84.79,830.67
1753.18,65.36,23.32,122.65,84.95,830.88
1754.2,65.4,21.74,122.69,65.36,829.85
1755.22,57.2,23.77,122.84,88.09,828.62
1756.23,64.24,24.27,122.8,87.94,829.03
1757.25,33.25,23.86,122.8,74.12,828.21
1758.27,35.51,21.82,123,73.87,827.19
1759.28,60.91,24.48,122.92,74.57,827.19
1760.3,41.12,23.36,122.92,77.32,825.96
1761.32,41.43,23.86,122.92,87.54,828.01
1762.35,49.71,22.57,122.88,78.6,826.17
1763.37,47.26,22.9,122.88,88.76,825.96
1764.39,34.73,23.9,122.92,66.76,826.17
1765.4,41.58,23.94,122.88,89.37,825.55
1766.42,36.95,24.94,122.96,92.45,823.3
1767.43,38.91,23.48,122.84,102.09,838.13
1768.45,42.06,23.36,122.88,102.95,838.74
1769.48,46.05,22.99,122.92,90.59,836.08
1770.5,47.54,24.52,123,95.72,835.47
1771.52,39.36,23.11,123.07,50.01,828.11
1772.53,32.4,23.73,123.22,77.81,828.72
1773.57,27.21,25.23,123.07,97.43,827.29
1774.59,42.57,24.11,122.96,89.4,830.77
1775.6,37.74,23.03,122.8,93.52,831.17
1776.62,30.25,23.57,122.54,84.73,828.52
1777.64,26.72,23.23,122.54,87.24,827.49
1778.69,24.19,24.65,122.58,89.16,832.81
1779.71,52.31,22.94,122.54,108.44,829.74
1780.73,39.78,22.74,122.61,99.78,832.61
1781.74,35.86,23.98,122.61,97.43,827.08
1782.76,33.28,22.4,122.88,83.3,832.2
1783.78,48.45,22.86,122.92,86.29,827.49
1784.79,44.1,22.07,123,71.61,827.9
1785.81,28.81,24.07,123.19,74.57,833.01
1786.83,36.23,22.82,123.15,65.73,823.61
1787.84,29.27,23.9,123.22,70.58,829.33
1788.86,33.27,23.19,123.3,66.79,826.27
1789.88,35.53,23.9,123.3,78.48,826.06
1790.89,24.88,22.82,123.22,82.35,825.86
1791.91,35.19,23.77,123.26,74.67,828.72
1792.92,34.85,24.56,123.26,77.41,828.31
1793.94,26.13,22.4,123.38,80.19,822.99
1794.96,24.07,23.98,123.38,81.8,825.04
1795.97,17.26,24.52,123.49,86.63,825.65
1796.99,16.93,25.1,123.61,78.75,824.22
1797.99,23.16,24.23,123.91,77.66,831.31
1799.01,12.83,21.45,123.91,76.07,830.28
1800.03,17.34,23.9,123.45,87.88,827
1801.04,40.99,22.24,123.19,74.15,825.98
1802.06,36.24,23.57,123.07,83.21,826.39
1803.1,31.35,25.1,123.03,85.56,828.23
1804.11,18.21,24.81,123.34,94.53,830.28
1805.13,11.44,25.81,123.49,89.4,830.28
1806.15,10.76,22.16,123.83,84.37,828.85
1807.16,14.76,22.86,123.99,88.4,829.26
1808.18,26.15,21.99,124.1,91.72,830.08
1809.2,52.32,22.99,124.1,91.66,829.67
1810.21,18.67,21.37,124.1,84.98,829.87
1811.23,24.08,22.86,124.14,89.37,829.26
1812.25,38.95,22.99,124.14,89.07,828.03
1813.26,42.08,21.74,124.1,92.91,828.64
1814.3,32.42,22.99,124.06,78.45,828.44
1815.32,31.56,23.61,124.1,78.36,826.18
1816.33,30.76,22.74,124.14,86.41,824.34
1817.35,39.43,23.32,124.14,81.13,823.93
1818.39,33.59,24.81,124.22,79.94,824.55
1819.4,33.89,22.74,124.25,86.66,824.55
1820.42,27.52,24.44,124.25,86.69,824.55
1821.44,30.25,23.73,124.29,81.53,824.55
1822.47,29.14,24.19,124.33,81.26,826.19
1823.53,24.66,22.57,124.37,77.5,825.78
1824.54,28.38,23.44,124.44,79.79,824.35
1825.56,25.24,21.45,124.44,90.56,825.78
1826.6,23.88,24.36,124.44,80.16,825.58
1827.61,23.76,21.86,124.56,75.55,826.4
1828.63,27.72,22.45,124.56,82.32,827.83
1829.64,18.96,18.33,124.63,83.06,832.33
1830.66,29.76,21.12,124.41,102.58,775.31
1831.67,28.36,20.83,124.52,95.23,847.51
1832.69,26.51,21.28,124.67,96.91,848.13
1833.71,18.45,6.71,124.41,167.93,856.92
1834.78,39.9,18.58,124.22,117.96,861.42
1835.8,33.02,24.23,124.29,91.96,876.97
1836.82,25.97,20.04,124.52,100.93,873.9
1837.83,26.45,19.33,124.83,88.4,874.11
1838.87,31.05,19.79,124.86,85.44,872.06
1839.88,24.5,24.48,124.98,87.54,865.92
1840.9,20.12,20.99,125.28,104.81,864.9
1841.92,20.6,16.71,125.36,125.1,863.26
1842.94,22.05,22.99,125.47,81.56,864.29
1843.95,15.64,20.83,125.78,109.93,864.7
1844.97,24.32,22.16,125.85,80.71,869.2
1845.98,32.7,22.24,125.93,81.93,864.29
1847,37.71,21.41,125.97,110.12,871.86
1848.04,24.67,6.21,126.16,178.86,874.11
1849.07,17.95,23.44,126.31,102.64,874.93
1850.11,31.11,21.32,126.43,104.66,875.95
1851.15,39.71,25.35,126.46,111.09,874.11
1852.17,22.06,16.55,126.58,125.65,871.24
1853.2,56.56,22.53,126.62,100.23,857.12
1854.24,46.08,26.02,126.66,113.11,869.81
1855.26,24.09,19.58,126.73,114.97,868.58
1856.27,37.35,18.75,126.77,113.11,869.81
1857.29,49.37,20.49,126.85,105.91,867.77
1858.31,18.86,8.41,126.92,122.08,868.58
1859.38,24.04,18.38,127,112.35,869.4
1860.4,36.62,22.07,127.04,98.74,871.24
1861.46,32.83,20.49,127.07,99.07,871.04
1862.64,44.12,23.61,126.27,0,0
1862.64,44.12,23.61,126.27,0,0
1863.65,71.93,16.22,127.15,75.89,837.91
1864.67,24.42,14.93,127.19,94.71,841.99
1865.68,30.49,18.83,127.07,75.76,834.63
1866.7,24.07,19.33,126.85,64.63,835.86
1867.71,20.01,18.46,126.66,77.9,834.63
1868.73,24.73,18.46,126.73,80.46,835.86
1869.75,20.9,20.45,126.54,88.4,838.31
1870.76,21.39,22.16,126.39,89.25,840.98
1871.78,21.18,23.44,126.58,71.98,844.45
1872.8,26.71,22.99,126.62,79.85,845.07
1873.81,24.23,21.99,126.73,113.78,841.59
1874.83,17.18,22.99,126.85,81.74,844.24
1875.85,26.51,24.69,127,91.93,844.45
1876.86,27.93,22.2,127,88.3,852.02
1877.88,30.75,23.48,127,91.66,865.32
1878.91,31.07,25.06,127.11,97.79,863.27
1879.93,32.97,19.25,127.15,93.67,853.86
1880.95,28.93,20.87,127.27,96.72,854.27
1881.96,36.62,21.08,127.34,98.71,849.36
1882.98,29.82,21.2,127.3,94.99,850.79
1884.02,24.7,21.82,127.34,96.91,849.97
1885.03,29.75,22.36,127.38,67.43,848.13
1886.05,30.25,21.57,127.38,74.91,854.27
1887.07,41.11,21.37,127.53,96.11,850.79
1888.08,29.04,20.74,127.68,146.03,852.22
1889.12,51.1,19.66,127.68,139.35,849.77
1890.14,27.72,21.32,127.68,98.4,846.7
1891.15,34.53,20.87,127.61,96.27,849.36
1892.17,26.72,21.91,127.61,76.92,850.38
1893.19,23.45,22.28,127.53,98.4,850.38
1894.2,26.14,22.86,127.57,92.03,851.4
1895.21,40.81,20.33,127.72,96.36,851.01
1896.23,27.82,20.41,127.8,82.32,858.99
1897.26,48.44,21.08,127.91,89.52,856.13
1898.28,34.86,20.58,127.95,95.14,852.65
1899.3,34.54,22.4,128.03,86.08,854.08
1900.32,38.96,20.54,128.1,88.67,845.08
1901.35,29.36,22.32,128.07,91.45,841.4
1902.37,29.76,19.75,127.95,79.79,840.99
1903.38,23.01,21.66,127.72,98.4,839.35
1904.4,16.79,15.55,127.61,71.22,839.15
1905.44,11.69,18.42,127.68,59.29,842.83
1906.47,18.74,19.54,127.65,80.71,842.02
1907.51,16.43,19.7,127.61,82.48,844.67
1908.53,17.77,17.46,127.57,75.86,837.72
1909.54,34.22,15.93,127.57,71.31,842.02
1909.54,34.22,15.93,127.57,71.31,842.02
1910.58,48.49,16.84,127.8,85.59,870.23
1911.6,29.77,17.92,127.68,74.21,854.69
1912.61,15.71,19.75,127.57,80.77,856.53
1913.63,12.84,14.97,127.46,96.82,855.1
1914.67,21.94,21.2,127.49,76.56,855.3
1915.7,24.2,21.37,127.68,82.6,856.32
1916.72,19.26,21.74,127.91,66.67,863.28
1917.74,12.28,10.94,128.03,106.76,833.61
1918.75,16.95,20.66,128.1,82.78,836.48
1919.77,21.14,19.83,128.26,88.76,837.7
1920.79,18.49,16.55,128.41,76.59,837.29
1921.8,22.3,20.74,128.49,92.57,837.09
1922.82,12.24,20.74,128.6,77.96,844.05
1923.83,23.75,20.08,128.64,83.48,846.3
1924.85,18.43,18.83,128.64,71,849.78
1925.87,31,5.88,128.49,75.4,854.49
1926.9,11.3,13.18,128.26,115.91,859.19
1927.92,19.17,17.92,127.91,81.44,866.96
1928.94,16.64,19.46,127.38,95.6,858.99
1929.95,20.81,24.27,127.27,69.81,861.24
1930.97,23.61,21.45,127.34,70.82,856.53
1931.99,0,13.02,127.61,84.79,856.74
1933,20.32,18.87,127.72,92.97,849.37
1934.02,22.87,21.49,127.76,80.68,849.37
1935.05,7.05,8.91,127.84,102.49,852.03
1936.07,17.19,18.87,127.88,88.46,851.21
1937.09,15.44,18.83,128.03,82.84,848.76
1938.15,19.91,20.95,128.07,83.51,848.35
1939.16,20.02,18.96,128.18,86.66,849.37
1940.18,18.74,16.76,128.29,92.18,849.78
1941.21,19,24.02,128.41,75.46,847.94
1942.23,14.3,18.92,128.6,85.62,847.53
1943.27,14.69,22.07,128.64,83.21,844.46
1944.3,20.72,23.57,128.71,79.79,859.39
1945.32,20.68,18.79,128.75,94.83,856.12
1946.34,22.33,21.95,128.71,96.27,860.01
1947.36,23.79,22.2,128.68,95.84,859.8
1948.37,14.95,22.53,128.75,116.56,859.6
1949.39,16.35,22.28,128.75,92.85,869.42
1950.43,14.98,22.24,128.83,109.11,866.35
1951.45,20.46,24.02,128.87,92.51,863.89
1952.46,24.56,23.15,128.9,106.3,861.65
1953.48,24.09,22.9,129.02,88.64,861.03
1954.5,20.12,23.65,129.06,86.38,860.62
1955.53,27.03,24.73,129.06,84.46,863.49
1956.55,27.77,24.73,129.1,88.94,861.03
1957.57,27.64,19.83,129.13,76.25,863.9
1958.6,47.84,20.7,129.21,83.76,861.65
1959.64,34.55,19.23,129.32,76.68,836.58
1960.66,27.73,23.3,129.32,84.58,844.58
1961.69,17.73,20.06,129.32,90.9,849.92
1962.71,16.64,22.3,129.29,87.45,852.58
1963.73,12.67,10.17,128.79,130.44,853.19
1964.78,24.83,24.42,128.79,90.41,857.49
1965.82,14.24,23.01,129.13,95.11,858.11
1966.84,21.65,21.59,129.29,89.52,856.47
1967.85,17.41,26.12,129.78,77.72,858.52
1968.87,18.68,23.67,129.82,78.94,861.18
1969.89,28.48,21.01,130.05,87.21,865.48
1970.9,35.19,22.59,129.97,99.71,863.23
1971.92,13.55,24.67,130.2,82.84,864.45
1972.93,8.51,22.8,131.84,86.17,864.45
1973.95,17.26,23.38,131.76,94.07,862.82
1974.97,20.69,22.59,131.61,98.16,863.23
1975.98,17.34,28.16,131.34,75.28,862.82
1977.02,19.54,25.42,131.23,93.09,870.19
1978.08,33.05,26.62,131.27,88.06,871.82
1979.1,22.35,23.67,131.31,97.09,865.07
1980.13,23.19,26.74,131.54,116.43,861.39
1981.17,0,26.25,132.26,105.14,860.16
1982.19,19.8,26.25,131.88,104.17,864.66
1983.21,30.11,30.11,132.11,109.75,866.09
1984.3,34.56,28.49,132.79,113.78,865.48
1985.32,29.07,29.94,132.56,113.41,866.71
1986.35,41.93,26,132.53,103.59,868.76
1987.41,41.77,31.15,132.6,106.33,872.85
1988.43,44.14,25.91,132.98,111.61,870.6
1989.46,49.13,28.78,133.02,109.72,871.42
1990.5,36.51,26.58,133.37,124.24,873.87
1991.56,30.41,30.77,133.67,129.98,872.24
1992.57,28.16,25.75,132.18,89.34,831.79
1993.59,32.96,27.87,132.11,90.1,836.91
1994.6,23.76,27.04,131.99,89.31,839.57
1995.62,23.14,25.71,131.84,91.14,832.82
1996.63,15.57,25.29,131.31,96.42,837.52
1997.65,20.66,26.74,131.34,94.47,832.61
1998.67,23.59,25.54,131.38,90.2,832.2
1998.67,23.59,25.54,131.38,90.2,832.2
1999.7,22.34,17.11,131.38,124.76,839.57
2000.72,23.32,20.35,131.42,108.17,838.96
2001.75,21.43,26.99,131.5,85.28,844.89
2002.77,14.81,24.5,131.5,111.92,840.8
2003.79,23.61,26.29,131.57,82.54,841
2004.8,18.2,18.31,131.57,83.33,833.02
2005.82,63.08,14.41,131.57,126.35,834.05
2006.84,56.28,14.37,131.5,129.95,834.46
2007.85,14.81,24.92,131.57,73.29,832.61
2008.87,20.66,22.05,131.69,109.14,838.55
2009.88,12.24,16.94,131.65,116.59,830.77
2010.9,23.75,23.13,131.61,117.26,833.02
2011.92,23,20.43,131.54,113.72,833.02
2012.93,30.75,20.43,131.57,118.23,832.2
2013.95,36.23,19.31,131.42,111.43,833.84
2014.97,25.95,21.47,131.38,92.79,833.43
2015.98,33.56,16.86,131.38,118.75,831.59
2017,37.27,22.59,131.42,109.26,834.45
2018.01,34.51,25.29,131.42,101,838.75
2019.03,29.49,20.18,131.46,117.84,834.25
2020.05,34.84,24.38,131.42,99.44,833.02
2021.06,23.3,19.02,131.46,109.42,831.8
2022.08,45.17,19.73,131.5,103.83,832.41
2023.09,24.72,18.98,131.46,107.65,851.98
2024.1,25.06,20.85,131.46,106.91,855.67
2025.12,29.76,21.1,131.38,106.43,858.95
2026.16,17.5,13.54,131.31,116.01,859.76
2027.17,53.81,15.57,131.23,110.55,859.56
2028.19,43.02,15.45,131.15,116.28,860.17
2029.2,38.9,18.52,131.27,117.1,860.99
2030.24,19.62,21.68,131.5,101.06,859.56
2031.26,20.43,19.68,131.61,102.89,859.76
2032.27,20.9,19.48,131.65,103.44,858.54
2033.29,28.14,22.51,131.73,101.51,856.9
2034.31,29.06,16.03,131.8,108.38,857.51
2035.32,37.35,17.19,131.8,98.49,855.67
2036.34,24.4,14.08,131.84,95.75,857.72
2037.36,41.61,21.59,131.88,100.29,855.67
2038.37,22.74,20.89,131.95,95.26,856.08
2039.39,16.12,20.52,132.03,100.78,856.49
2040.4,19.05,24.38,132.18,111.74,858.13
2041.44,10.9,19.35,132.34,111.37,855.46
2042.46,28.15,19.89,132.37,104.26,856.9
2043.47,22.87,17.94,132.37,98.01,856.69
2044.49,22.75,19.31,132.41,116.53,855.06
2045.51,22.61,16.28,132.45,112.92,855.26
2046.54,29.28,21.3,132.49,112.8,857.1
2047.56,27.15,29.9,132.53,105.36,856.49
2048.58,22.76,23.67,132.56,92.15,855.67
2049.62,43.92,23.55,132.6,117.47,855.47
2050.65,31.07,29.73,132.68,107.13,858.54
2051.69,23.05,23.46,132.72,119.61,857.31
2052.73,31.63,29.4,132.76,117.93,856.9
2053.75,20.42,20.93,133.06,110.3,845.49
2054.75,43.91,21.47,133.1,112.47,846.51
2055.75,25.95,24.21,132.95,99.71,843.85
2056.76,19.49,21.43,132.79,110.7,838.12
2057.78,20.07,24,132.45,97.67,832.4
2058.78,16.46,25.25,132.45,112.59,828.3
2059.78,16.47,22.47,132.56,103.31,834.85
2060.78,22.95,23.17,132.6,107.89,828.92
2061.78,29.07,23.42,132.56,109.72,846.11
2062.78,24.48,22.09,132.53,106.06,847.95
2063.78,14.75,25.17,132.41,108.53,840.99
2064.78,13.95,25.5,132.26,82.78,843.04
2065.8,23.65,25.66,132.18,111.95,846.51
2066.8,18.68,27.49,132.11,90.59,849.38
2067.81,19.97,23.38,132.11,99.62,855.72
2068.82,26.39,21.51,132.15,82.75,845.49
2069.84,37.4,17.48,132.07,92.21,845.9
2070.86,32.18,21.1,131.95,99.68,845.08
2071.86,17.83,24.46,131.84,106.58,841.19
2072.86,17.71,21.51,131.61,87.54,840.58
2073.88,0,24,131.57,90.77,837.92
2074.9,19.22,25.83,131.5,74.36,836.9
2075.9,45.01,21.01,131.46,124.43,838.74
2076.9,29.05,20.97,131.31,77.84,835.47
2077.92,33.07,26.45,131.23,104.6,833.62
2078.94,7.16,17.07,130.89,94.34,842.9
2079.94,13.5,27.91,130.96,91.93,841.95
2080.98,12.87,24.54,131.08,101.21,848.3
2082,21.07,26.83,131.23,131.81,848.51
2083.02,17.21,26,131.08,103.41,848.3
2084.02,39.62,24.5,131.08,118.63,849.32
2085.04,22.25,15.41,131.23,97,839.76
2086.04,18.19,21.43,131.46,90.84,842.62
2087.04,12.46,18.69,131.61,97.64,837.1
2088.08,19.46,21.22,131.69,103.07,840.58
2089.08,19.69,24.54,131.61,87.54,837.51
2090.08,15.06,23.42,131.38,82.96,837.92
2091.08,15.73,20.14,131.38,95.05,834.45
2092.08,24.14,22.92,131.42,100.11,839.36
2093.08,18.9,21.76,131.54,102.25,838.13
2094.1,10.96,25.5,131.65,76.31,841.19
2095.12,40.75,20.47,131.69,106.67,842.01
2096.14,36.83,26.12,131.76,84,841.19
2097.16,56.41,25.79,131.8,92.54,842.42
2098.16,18.83,26.41,131.92,94.92,840.58
2099.16,20.83,18.69,132.03,92.18,842.42
2100.16,24.31,25.58,132.07,78.88,842.42
2101.16,17.21,16.36,132.15,89.37,840.78
2102.16,15.91,26.66,132.15,98.8,847.94
2103.18,17.46,25.83,132.3,104.93,847.53
2104.22,13.51,20.93,132.3,81.96,852.04
2105.23,17.69,25.04,132.3,80.28,853.47
2106.25,14.91,26.41,132.34,74.7,850.4
2107.27,11.75,24.25,132.41,91.2,852.44
2108.29,16.5,26.83,132.45,89.8,854.29
2109.33,15.87,27.2,132.56,94.01,852.24
2110.35,17.62,26.5,132.56,92.27,847.33
2111.37,17.46,25.04,132.53,84.55,851.22
2112.37,17.58,26.04,132.49,99.81,847.74
2113.39,16.09,24.92,132.56,95.26,849.58
2114.39,19.37,26.04,132.53,97.79,845.9
2115.39,14.64,26.99,132.53,81.13,850.6
2116.39,11.19,23.59,132.53,93.31,847.94
2117.42,18.94,25,132.53,83.94,844.67
2118.43,14.97,21.1,131.99,106.03,850.38
2119.45,16.91,25.66,131.65,80.46,847.1
2120.45,15.38,24.09,131.27,82.78,845.26
2121.47,20,28.07,131.38,78.27,850.58
2122.54,22.51,26.79,131.46,79,849.15
2123.6,21.73,22.05,131.54,83.39,850.38
2124.64,24.9,20.1,131.65,72.56,840.96
2125.69,15.41,26.83,131.69,91.9,847.71
2126.75,13.55,23.21,131.76,96.69,844.03
2127.79,26.13,28.16,131.8,92.03,845.06
2128.83,9.18,22.8,131.65,89.8,829.51
2129.83,13.8,25.83,131.69,89.52,831.96
2130.85,11.01,23.55,131.65,82.45,842.19
2131.87,17.77,19.31,131.61,101.33,721.91
2132.87,21.56,20.62,131.61,111.43,839.13
2133.87,14.02,21.62,131.61,79.67,838.72
2134.87,26.25,26.15,131.61,76.77,840.15
2135.87,23.07,24.4,131.38,79.33,846.09
