depth,rop,wob,temp_out,rpm,gpm
3473.22,11,20.94,140.52,55.32,722.63
3474.22,11.79,22.27,140.45,49.92,723.06
3475.23,15.11,21.69,140.37,52.27,724.57
3476.23,15.97,22.65,140.29,50.72,724.79
3477.23,15.56,21.98,140.22,60.94,723.92
3478.24,12.45,22.02,140.14,53.03,725.65
3479.24,11.61,20.78,140.07,52.82,736.21
3480.24,13.52,22.19,140.03,55.2,732.54
3481.26,10.37,22.61,140.68,41.26,720.69
3482.26,11.91,24.52,140.68,52.15,718.1
3483.26,11.01,21.11,140.65,63.41,716.59
3484.27,10.97,21.03,140.65,66.09,717.67
3485.27,11.01,22.4,140.61,56.82,713.58
3486.27,11.6,22.61,140.61,61.27,717.03
3487.27,11.39,22.4,140.61,58.37,715.95
3488.28,12.2,23.23,140.65,58.37,715.3
3489.28,13.18,21.9,140.61,58.37,717.67
3490.28,16.28,25.68,140.61,58.83,718.53
3491.29,14.56,26.63,140.57,46.35,0
3492.29,17.42,26.72,140.57,47.48,686.85
3493.29,13.6,27.26,140.57,44.71,717.46
3494.29,15.11,27.67,140.49,50.11,719.18
3495.3,17.1,27.38,140.49,46.99,718.53
3496.3,15.1,27.88,140.46,46.35,715.95
3497.3,16.78,28.17,140.42,46.26,715.73
3498.3,17.86,28.79,140.38,51.6,717.24
3499.3,16.4,28.21,140.3,42.75,719.18
3500.31,19.95,26.84,140.27,38.91,719.4
3501.31,16.56,27.34,140.23,43.58,719.4
3502.31,20.99,27.22,140.19,35.77,718.1
3503.32,37.19,27.17,140.11,37.96,717.46
3504.32,19.5,27.55,140.11,44.4,722.63
3505.32,14.61,27.59,140,47.97,721.12
3506.32,14.27,27.96,140.92,42.84,721.55
3507.33,14.78,27.76,140.85,51.02,720.91
3508.33,16.86,27.46,140.81,48.79,721.77
3509.33,15.29,27.96,140.9,38.91,720.91
3510.35,17.41,29.71,140.32,42.48,712.96
3511.35,19.54,28.38,140.32,43,709.08
3512.35,15.61,28,140.12,44,710.59
3513.35,16.2,29.67,140.42,41.14,710.59
3514.35,24.51,25.6,140,38.39,719.61
3515.35,24.88,26.68,140.23,44.58,720.47
3516.36,15.89,27.92,140.49,57.76,721.12
3517.36,14.92,27.71,140.57,49.86,720.26
3518.36,16.18,27.17,140.69,53.19,725
3519.36,14.68,27.38,140.76,54.9,723.28
3520.37,18.33,27.51,140.84,56.79,720.47
3521.39,19.36,28.67,140.8,56.85,722.63
3522.39,18.63,28.5,140.84,56.18,721.77
3523.39,18.46,27.67,140.99,56.48,723.71
3524.4,20.86,28.3,141.03,61.76,723.28
3525.4,19.83,27.63,141.1,54.93,722.2
3526.4,29.99,27.05,141.14,52.76,719.61
3527.4,31.91,27.88,141.22,58.95,722.41
3528.4,23.29,27.71,141.26,52.82,726.94
3529.41,22.99,27.92,141.37,43.52,722.41
3530.41,23.9,27.92,141.41,47.42,722.63
3531.41,21.74,27.76,141.49,47.7,723.06
3532.41,22,28.46,141.56,53.28,723.28
3533.42,20.99,27.8,141.64,49.95,723.49
3534.42,25.22,27.42,141.68,42.33,720.26
3535.42,23.14,28.09,141.75,47.18,723.28
3536.42,19.6,27.59,141.83,45.77,724.79
3537.43,15.52,28.59,141.91,44.16,724.79
3538.43,14.1,28.34,141.98,45.44,724.14
3544,14.1,27.01,142.06,42.2,724.35
3545,23.24,27.63,141.07,44.8,725.65
3546,13.93,27.76,141.45,52.42,723.06
3547.02,15,28.34,141.83,49.92,723.06
3548.03,14.05,28.38,141.94,49.43,721.77
3549.05,12.18,28.63,141.71,41.68,723.71
3550.07,13.78,28.83,141.79,50.2,722.41
3551.07,12.57,28.17,141.87,53.77,724.35
3552.08,11.64,27.88,141.91,47.08,724.57
3553.08,14.55,27.51,141.98,37.99,723.28
3554.08,14.42,28.67,142.1,49.74,725.43
3555.08,12.36,28.21,142.17,48.88,722.63
3556.1,12.06,29.17,142.21,50.9,725
3557.11,12.58,28.38,142.29,47.94,724.57
3558.11,12.84,28.46,142.59,44.03,725.22
3559.13,14.78,28.25,142.55,34.48,718.97
3560.13,18.6,28.3,142.59,37.63,718.1
3561.14,20.15,28.5,142.63,45.35,719.4
3562.14,20.97,28.63,142.71,41.96,718.97
3563.14,18.6,28.25,142.78,37.6,719.4
3564.14,22.83,27.42,142.82,41.84,717.46
3565.14,35.33,27.42,142.86,34.85,713.58
3566.16,37.9,28.5,142.9,43.06,714.87
3567.17,28.19,27.38,142.9,39.4,715.52
3568.17,25.05,27.63,142.97,41.96,716.16
3569.17,18.14,28.54,142.97,47.57,720.26
3570.17,16.38,28.46,143.05,39.76,720.04
3571.18,17.59,27.76,143.09,44.55,720.47
3572.2,15.01,29.67,143.2,39.55,721.34
3573.2,12.67,27.92,143.24,32.47,721.77
3574.2,14.16,27.84,143.28,28.84,721.12
3575.2,17.43,28.17,143.32,33.36,721.34
3576.21,15.56,28.63,143.35,33.08,722.2
3577.21,14.37,28.59,143.35,35.31,721.34
3578.23,27.1,27.63,142.1,53,728.25
3579.23,27.95,27.76,141.91,44.86,731.27
3580.23,15.61,28.42,141.83,51.97,739.66
3581.24,13.67,27.8,141.71,56.45,746.13
3582.24,12.21,28.88,141.6,57.52,740.53
3583.24,14.73,28.71,141.49,56.33,735.36
3584.24,15.33,28.59,141.45,58.56,733.63
3585.24,18.89,27.8,141.33,59.2,734.5
3586.25,21.35,28.42,141.22,52.73,630.9
3587.25,18.41,27.67,141.14,47.54,631.55
3588.25,20.05,28.34,141.07,46.75,630.69
3589.25,24.71,27.46,141.1,46.78,627.24
3590.26,26.73,28.63,141.1,37.57,627.46
3591.26,24.89,28.67,141.07,37.47,627.46
3592.26,20.75,28.42,141.07,46.17,630.69
3593.26,18.79,28.46,141.03,58.5,633.06
3594.27,15.63,28.13,140.95,55.47,632.63
3595.27,14.04,27.71,140.88,50.96,633.27
3596.27,16.62,26.92,140.88,49.01,724.8
3597.27,22.39,28.92,140.95,53.67,725.23
3598.28,19.84,28.63,141.03,60.54,726.1
3599.28,22.41,27.55,141.03,53.86,722.65
3600.28,27.13,27.26,141.1,50.68,726.1
3601.28,28.87,27.22,141.14,46.05,721.79
3602.28,20.16,29.67,141.26,49.28,724.59
3603.29,18.32,27.63,141.3,56.73,720.28
3604.29,18.61,28.09,141.37,58.74,721.79
3605.29,17.87,28.13,141.49,58.46,723.51
3607,18,25,139.12,0,0
3608.02,11.44,23.23,141.22,28.47,722
3609.02,15.77,21.69,141.52,50.23,724.37
3610.02,14.21,22.81,141.83,51.57,725.88
3611.02,12.15,23.6,142.06,53.22,727.39
3612.03,10.52,23.31,142.13,56.21,725.23
3612.03,10.52,23.31,142.13,56.21,725.23
3613.03,14.01,23.89,142.25,51.51,724.59
3614.03,17.39,25.22,142.36,54.56,725.23
3615.03,14.1,24.85,142.44,55.41,725.45
3616.04,14.25,24.35,142.59,56.12,725.88
3617.04,14.84,24.77,142.74,53.64,731.48
3618.04,15.42,24.89,142.9,53.28,728.25
3619.05,13.72,25.68,143.01,51.36,728.9
3620.05,13.08,23.56,143.09,50.32,730.62
3621.05,14.67,26.05,143.2,49.77,728.68
3622.05,16.12,24.23,143.32,51.66,729.54
3623.06,11.49,24.77,143.47,53.13,728.68
3624.06,13.62,24.64,143.54,47.02,732.13
3625.06,11.76,25.31,143.66,55.35,739.02
3626.06,14.5,25.8,143.81,51.45,736.86
3627.07,13.03,25.26,143.85,54.32,730.83
3628.07,14.05,25.55,143.93,47.42,729.54
3629.07,12.7,24.93,144.04,45.38,729.11
3630.07,12.42,26.34,143.96,45.01,726.53
3631.08,13.32,25.84,143.93,50.78,725.67
3632.08,14.44,25.8,143.89,51.91,726.31
3633.08,16.33,25.51,143.89,51.54,724.59
3634.08,13.93,24.72,143.89,61.73,725.67
3635.11,13.87,26.26,143.96,50.93,721.57
3636.11,18.88,24.06,143.96,54.01,723.51
3637.11,14.05,25.35,144.04,49.56,721.79
3638.11,13.88,26.34,144.04,44.61,721.14
3639.11,12.31,26.38,144.08,46.78,719.42
3640.12,12.62,24.68,144.04,36.96,719.42
3641.13,12.52,22.19,143.62,49.28,744.4
3642.14,11.11,22.44,143.35,50.78,743.76
3643.14,11.52,23.81,143.13,48.76,740.53
3644.14,12.8,21.28,143.09,46.9,739.66
3645.14,13.71,22.48,143.05,47.79,737.08
3646.14,11.75,23.81,142.93,51.17,738.59
3647.15,11.54,23.6,143.01,55.72,737.3
3648.15,12.77,23.19,143.01,51.91,737.08
3649.15,12.52,22.9,143.05,48.55,738.8
3650.15,12.56,21.9,143.09,51.54,739.45
3651.15,10.96,23.1,143.13,45.38,737.3
3652.16,10.14,23.6,143.2,47.57,736
3653.16,12.49,22.48,143.16,47.85,737.08
3654.16,18.5,22.15,143.2,55.11,734.71
3655.16,18.42,22.23,143.28,48.61,733.42
3656.17,14.91,21.73,143.24,49.28,734.93
3657.17,17.61,21.78,143.28,46.54,733.2
3658.17,18.71,23.64,143.28,51.39,734.71
3659.17,15.29,23.35,143.28,51.66,736.65
3660.18,12.15,22.9,143.24,50.2,736.86
3661.18,13.03,23.27,143.2,53.49,733.85
3662.18,14.8,21.94,143.24,49.53,737.3
3663.19,13.67,22.4,143.32,49.19,734.93
3664.19,11.61,23.1,143.28,51.02,735.36
3665.19,13.32,23.44,143.24,47.18,732.56
3666.19,20.17,21.86,143.28,49.98,731.7
3667.2,17.96,22.73,143.32,46.84,733.42
3668.2,19.38,23.15,143.28,49.65,732.13
3669.2,25.77,22.48,143.32,46.47,733.63
3670.2,25.23,21.98,143.32,52.49,733.42
3671.2,35.65,21.61,143.32,49.37,731.05
3672.22,11.2,21.28,142.59,44.4,729.76
3673.22,11.71,19.66,142.86,49.83,727.39
3674.24,15.62,19.28,141.68,46.29,722.41
3675.24,12.67,19.91,141.75,45.19,727.8
3676.24,12.97,20.28,141.91,50.5,724.57
3677.24,18.88,19.95,141.91,47.36,721.34
3678.25,16.94,19.91,141.79,49.37,721.12
3679.27,12.35,21.32,141.75,52.79,721.12
3680.27,13.66,20.94,141.87,52.42,719.18
3681.29,12.41,20.53,141.94,55.47,730.39
3682.29,11.39,20.78,142.02,50.96,728.66
3683.3,11.1,22.11,142.06,42.81,729.1
3684.3,11.68,20.99,142.17,45.16,729.53
3685.3,11.07,21.98,142.36,50.14,729.53
3686.3,10.05,19.99,142.44,51.23,729.1
3687.31,12.11,19.7,142.48,49.56,729.31
3688.31,10.8,20.61,142.52,55.44,729.1
3689.31,12.62,20.36,142.52,54.44,726.73
3690.33,18.67,21.48,142.48,55.69,725
3691.34,16.05,20.57,142.48,51.6,723.92
3692.34,21.48,21.03,142.44,55.54,723.92
3693.34,19.61,21.48,142.36,53.98,723.28
3694.34,22.85,20.61,142.36,57.43,723.28
3695.35,21.11,20.74,142.36,53.52,728.45
3696.35,22.55,20.78,142.4,51.94,724.57
3697.35,22.41,20.65,142.44,49.89,723.06
3698.35,23.12,21.15,142.48,57.64,726.51
3699.35,21.48,20.78,142.52,56.33,723.92
3700.36,23.44,20.94,142.52,53.71,725.43
3701.36,24.72,19.82,142.52,52.58,721.98
3702.36,25.06,21.94,142.55,58.43,723.28
3703.37,21.74,20.86,142.55,57.85,723.49
3704.38,19.28,18.91,142.25,54.1,730.17
3705.38,17,15.88,142.48,60.81,727.37
3706.38,16.21,16.21,142.59,64.72,731.68
3707.38,17.18,20.86,142.48,46.93,731.47
3708.38,15.09,20.78,142.55,45.13,731.9
3709.39,16.18,19.08,142.63,50.47,730.39
3710.39,15.29,16.75,142.74,51.72,729.96
3711.39,13.37,15.13,142.78,47.24,730.39
3712.39,15.16,17.21,142.86,45.35,728.02
3713.4,13.88,15.79,143.01,42.66,730.17
3714.4,15.01,18.04,143.05,49.74,734.36
3715.4,16.47,18.87,143.09,53.77,726.51
3716.4,14.94,18.08,143.13,52.61,731.9
3717.4,19.59,19.16,143.16,52.85,728.45
3718.41,16.11,20.49,143.2,51.51,730.39
3719.41,15.82,20.24,143.24,50.68,729.53
3720.41,16.19,20.53,143.24,48.58,730.17
3721.41,16.08,18.66,143.35,50.23,735.87
3722.42,16.56,20.74,143.43,51.14,729.1
3723.42,18.99,18.95,143.51,47.27,729.1
3724.42,14.79,20.78,143.51,51.3,730.17
3725.42,15.42,19.53,143.58,50.35,729.31
3726.43,15.3,19.2,143.66,47.36,727.8
3727.43,19.41,19.74,143.74,54.25,726.08
3728.43,19.2,19.16,143.74,50.01,728.66
3729.43,16.66,20.16,143.77,49.28,729.31
3730.44,16.18,19.62,143.85,47.48,728.45
3731.44,14.98,19.86,143.85,46.23,729.96
3732.44,16.95,20.82,143.81,46.54,727.8
3733.44,17.42,19.53,143.85,55.29,727.37
3734.45,18.51,19.95,143.85,53.34,727.8
3735.47,9.47,9.98,144.12,55.66,732.11
3736.47,11.9,19.62,144.27,54.71,734.58
3737.47,10.61,20.28,143.93,54.62,736.64
3738.47,9.46,19.82,143.74,53.61,735.78
3739.47,10.33,20.49,143.62,54.53,739.53
3740.47,10.32,20.99,143.32,53.8,741.04
3741.48,8.98,19.74,143.09,58.16,737.5
3742.48,10.71,18.08,142.36,54.19,740.95
3743.48,10.17,18.25,141.71,45.19,725.65
3744.49,10.35,18.2,134.55,45.07,725.43
3745.49,13.08,18.33,141.56,48.92,723.28
3746.49,11.32,19.16,141.64,52.61,722.85
3747.49,9.81,18.74,141.79,55.29,726.51
3748.5,12.8,17.71,141.91,57.73,724.57
3749.5,11.28,17.79,141.94,57,728.76
3750.5,11.53,20.16,142.1,57.06,728.33
3751.5,10.75,18.7,142.36,56.88,729.31
3752.51,10.41,18.33,142.55,55.75,728.88
3753.51,10,18.7,142.67,54.74,728.23
3754.51,10.68,18.7,142.78,55.02,728.88
3755.52,10.81,18.37,142.9,53.34,730.17
3756.52,12.36,18.7,143.01,55.47,728.02
3757.52,16.04,19.66,143.13,49.25,729.74
3758.52,10.03,18.45,143.32,52.82,727.8
3759.53,9.5,18.12,143.47,58.28,728.66
3760.53,10,19.28,143.66,56.7,727.8
3761.53,9.81,18.37,143.81,53.31,726.94
3762.54,10.47,18.29,143.93,54.32,726.94
3763.54,12.58,18.7,143.96,52.97,726.51
3764.54,11.54,17.83,144.08,55.2,725.65
3765.55,11.61,18.74,144.12,56.27,725.86
3766.55,11.08,18.12,144.23,54.32,725.43
3767.82,10,5,141.98,0,295.49
3769.06,22.29,4,140.38,94.56,733.11
3770.14,22.68,4.61,140.46,107.59,733.54
3771.23,21.54,2.95,140.61,119.45,732.04
3772.29,15.16,20.68,140.76,122.78,727.3
3773.3,11.49,28.64,143.32,42.9,718.75
3774.3,12.17,29.23,143.43,43.45,718.97
3775.3,11.6,28.08,143.51,43.39,718.75
3776.32,11.03,28.51,143.54,39.92,718.53
3777.32,12.23,29.15,143.62,42.33,718.32
3778.32,11.1,28.64,143.7,43.64,720.26
3779.33,9.97,27.57,143.77,49.19,721.12
3780.35,9.78,29.11,143.89,41.32,726.94
3781.35,9.94,28.34,144.04,50.41,739.66
3782.35,11.27,27.66,144.19,39.7,730.82
3783.35,12.36,28.55,144.27,38.21,726.94
3784.36,11.92,28.25,144.46,39.67,724.57
3785.36,11.53,29.15,144.96,40.07,723.49
3786.36,11,27.96,144.84,38.15,724.79
3787.36,10.97,28.51,144.84,38.18,726.51
3788.37,11.53,28.68,144.92,41.41,726.51
3789.37,10.55,29.02,144.99,40.98,726.73
3790.37,10.1,28.89,145.22,43.61,725.86
3791.37,11.42,28.25,145.34,39.85,725
3792.38,9.65,27.66,145.34,37.93,724.79
3793.38,17.03,28.21,145.3,24.45,720.91
3794.38,13.26,28.51,145.34,34.73,723.49
3795.38,16.18,28.47,145.34,31.13,719.18
3796.39,14.9,28.68,145.37,40.28,717.24
3797.39,12.71,28.89,145.34,30.95,717.89
3798.4,12.4,27.91,144.65,87.27,720.69
3799.4,12.11,28.21,144.69,70,731.47
3800.4,12.07,28.13,144.8,67.83,729.53
3801.4,11.63,27.96,144.88,71.74,728.45
3802.41,12.97,28.81,144.88,66.64,728.88
3803.41,14.42,28.68,144.88,64.69,729.53
3804.41,14.42,27.87,144.99,86.35,729.1
3805.41,12.6,27.15,145.07,68.66,729.1
3806.41,15.1,28.94,145.22,56.3,725.43
3807.42,14.42,28.98,145.37,53.03,722.63
3808.42,15.15,27.79,145.45,55.57,715.09
3809.44,12.95,29.87,145.53,51.75,723.49
3810.44,12.62,27.83,145.68,54.74,729.1
3811.46,10.39,29.79,145.87,46.96,730.6
3812.47,11.5,29.19,145.95,49.62,730.39
3813.47,12.19,28.64,146.1,37.9,731.04
3814.47,12.45,28.34,146.18,41.44,729.31
3815.47,12.49,28.81,146.25,41.14,729.31
3816.48,13.32,28.85,146.33,41.78,730.82
3817.48,14.43,29.19,146.4,39.43,730.17
3818.48,11.75,28.38,146.52,43.55,729.96
3819.48,12.93,29.57,146.56,35.19,728.88
3820.48,13.93,28,146.63,34.64,728.02
3821.49,12.59,29.87,146.67,40.07,729.1
3822.49,11.84,27.49,146.71,36.93,729.53
3823.49,12.94,28.89,146.79,39.67,728.88
3824.49,17.11,28.04,146.82,50.32,728.23
3825.5,14.73,28.72,146.79,58.62,729.74
3826.5,11.87,28.17,146.67,53.8,729.1
3827.5,12.75,28.47,146.56,56.42,728.66
3828.5,18.21,27.79,146.48,56.24,728.88
3829.5,14.92,28.81,146.44,56.48,730.39
3830.51,13.02,28.13,146.25,58.19,731.25
3831.8,13,27.91,145.87,38.21,728.16
3832.8,13.66,29.15,145.87,18.62,721.27
3833.8,20.65,28.3,145.83,24.75,723.85
3834.8,21.59,28.38,145.79,25.54,719.98
3835.81,38.29,27.4,145.83,15.78,723.21
3836.81,36.78,29.28,145.87,22.62,719.33
3837.81,51.18,27.79,145.83,21.06,719.33
3838.81,45.61,29.32,145.87,25.39,721.27
3839.81,39.93,28.85,145.87,21.55,718.68
3840.81,46.18,28.34,145.83,17.98,722.13
3841.81,31.94,28.68,145.91,19.96,721.05
3842.81,21.61,27.32,145.95,33.17,721.7
3843.82,21.59,28.42,145.95,34.06,721.7
3844.82,21.08,27.66,145.98,39.58,722.34
3845.82,20.05,28.94,146.1,34.12,716.53
3846.82,19.5,28.42,146.14,32.41,716.53
3847.82,21.1,29.23,146.18,33.32,713.52
3848.83,23.27,28.89,146.21,19.63,709.85
3849.85,19.05,28.51,146.21,30.67,713.08
3850.85,15.54,29.19,146.25,24.75,713.3
3851.85,12.7,28.42,146.29,39.34,712.22
3852.85,13.41,29.06,146.33,33.6,720.62
3853.86,12.84,28.38,146.44,36.93,721.48
3854.86,15.1,29.32,146.44,30.98,720.84
3855.86,16.55,28.04,146.4,25.09,720.62
3856.86,23.9,28.13,146.44,18.44,714.16
3857.87,21.6,29.23,146.44,31.49,720.19
3858.87,21.86,28.42,146.44,25.85,717.61
3859.87,25.76,27.7,146.48,22.52,719.55
3860.87,13.31,28.72,146.52,40.1,723.42
3861.89,16.22,27.27,145.91,42.6,725.58
3862.89,22.6,28.47,145.98,58.19,722.78
3863.89,20.83,29.62,146.02,50.59,722.56
3864.89,16.1,27.91,146.1,63.77,723.85
3865.89,17.34,29.02,146.18,51.66,722.99
3866.89,13.66,28.64,146.29,60.81,723.85
3867.9,11.42,27.91,146.33,61.82,722.56
3868.9,12.97,27.66,146.33,62.74,720.41
3869.9,12.05,29.79,146.37,57.09,719.33
3870.9,11.52,28.51,146.29,56.12,718.25
3871.9,12.75,28.25,146.33,59.44,717.18
3872.91,14.85,30,146.4,56.73,724.07
3873.91,17.25,29.15,146.48,56.66,721.91
3874.91,14.49,28.13,146.56,45.93,721.05
3875.91,12.36,28.47,146.67,21.88,723.42
3876.91,13.1,28,146.79,27.86,722.56
3877.94,12.81,29.23,146.9,34.27,725.58
3878.94,12.03,30.13,147.01,20.69,723.85
3879.94,12.86,28.21,147.05,10.99,727.3
3880.94,13.51,28.17,147.13,38.3,726.44
3881.94,17.09,28.51,147.13,69.91,725.36
3882.95,14.86,28.51,147.13,74.42,723.42
3883.95,13.77,29.02,147.17,59.38,722.34
3884.95,12.11,28.76,147.24,54.1,724.93
3885.95,12.18,27.96,147.32,61.21,724.93
3886.96,13.82,28.76,147.43,58.19,730.31
3887.96,11.71,28.89,147.62,40.77,729.02
3888.96,17.87,28.89,147.74,59.65,730.74
3889.96,17.26,28.51,147.85,57.49,731.18
3890.96,21.87,29.15,147.93,48.12,727.51
3891.97,22.41,28.17,148.01,61.73,731.39
3892.97,17.75,27.62,148.12,55.23,732.25
3894,22.15,27.14,147.32,46.41,715.02
3895,26.46,27.49,147.55,53.37,712.87
3896,21.72,28.85,147.7,56.57,714.16
3897,21.47,28.89,147.81,56.94,724.28
3898,20.37,28.17,147.93,54.62,724.28
3899,15.81,28.59,148.12,50.38,728.59
3900.01,16.77,28.38,148.23,62.86,727.73
3901.01,19.4,28.3,148.23,56.82,725.58
3902.01,22.38,28.17,148.31,55.93,723.42
3903.01,18.39,28.47,148.42,45.41,724.28
3904.01,18.21,28.55,148.35,49.34,726.22
3905.02,18.31,28.59,148.46,43.06,725.14
3906.02,15.35,28.85,148.5,53.06,726.65
3907.02,15.47,29.11,148.5,46.02,724.07
3908.02,12.75,29.02,148.58,51.75,725.36
3909.02,13.21,28.81,148.65,43.33,724.5
3910.02,13.8,28.51,148.73,46.41,726.01
3911.03,17.56,28.34,148.81,44.55,721.91
3912.03,21.99,29.62,148.84,42.72,721.7
3913.03,17.86,28.98,148.88,38.94,723.85
3914.03,17.34,28.25,148.88,50.11,724.28
3915.03,17.86,28.04,148.84,48.52,723.85
3916.04,19.39,27.1,148.88,45.44,726.87
3917.04,24.71,27.49,148.88,54.62,724.28
3918.04,27.97,29.57,148.92,53.4,725.36
3919.04,21.73,27.23,148.92,49.37,724.07
3920.04,31.37,27.4,148.96,34.7,721.27
3921.05,27.75,29.62,149,39.79,722.56
3922.05,25.76,28.81,148.96,60.23,723.64
3923.05,28.37,28.25,149,44.55,724.07
3924.05,26.34,28.3,149.03,53.03,723.21
3925.05,21.87,27.66,149.03,55.72,722.78
3926.06,20.17,28.13,149.23,53.06,726.87
3927.08,24.66,29.49,149.72,44.31,722.99
3928.09,25.19,28.85,148.62,43.67,725.58
3929.09,22.83,29.23,148.77,75.86,724.5
3930.11,25.34,29.06,148.84,52.21,722.78
3931.11,21.97,29.4,149.03,45.8,720.62
3932.12,18.22,30,149.11,55.2,723.21
3933.12,17.27,29.57,149.23,48.7,720.41
3934.12,15.42,27.49,149.3,46.6,730.1
3935.12,15.56,28,149.26,55.54,726.87
3936.13,16.18,28.59,149.26,52.55,728.59
3937.15,19.64,29.23,149.26,44.8,724.28
3938.15,19.5,27.87,149.26,44.37,727.94
3939.15,23.58,27.57,149.26,49.1,732.04
3940.15,22.98,23.27,149.26,60.11,735.05
3941.15,20.24,19.74,149.3,47.85,732.9
3942.15,20.14,20.67,149.34,54.16,726.65
3943.16,18.88,20.38,149.42,45.89,728.81
3944.16,23.25,20.5,149.45,34.21,726.87
3945.16,24.9,19.74,149.45,48.46,728.38
3946.16,22.83,20.21,149.49,55.57,728.38
3947.16,16.93,20.33,149.49,52.09,727.51
3948.18,15.39,21.1,149.45,47.66,731.61
3949.18,12.38,20.76,149.42,46.84,729.67
3950.19,13.36,19.91,149.38,48.27,727.73
3951.19,14.9,20.08,149.42,55.32,729.02
3952.19,14.3,20.04,149.38,55.35,727.51
3953.19,15.96,20.46,149.45,50.72,727.73
3954.19,16.26,20.59,149.49,51.11,726.65
3955.2,20.03,19.7,149.49,55.87,725.58
3956.2,20.84,19.61,149.42,49.68,726.44
3957.2,23.42,20.67,149.26,51.72,726.22
3958.21,13.2,19.61,147.97,46.05,729.88
3959.21,13.13,20.21,147.97,49.37,724.07
3960.22,14.9,19.95,147.89,48.55,724.5
3961.22,11.45,20.12,147.66,43.52,726.87
3962.23,4.8,16.16,144.54,44.31,725.14
3963.23,14.73,17.52,144.76,51.11,727.08
3964.23,16.32,17.86,144.99,43.36,729.02
3965.23,13.82,17.14,145.22,49.37,730.1
3966.24,15.28,17.06,145.41,53.25,726.44
3967.24,15.69,17.57,145.53,57.98,729.45
3968.24,18.5,16.72,145.64,62.03,727.94
3969.24,17.01,17.74,145.79,65.85,726.01
3970.25,18.31,16.72,145.91,66.18,728.81
3971.25,19.94,17.99,146.06,63.59,728.38
3972.25,17.02,17.78,146.29,40.07,732.25
3973.25,11.14,16.37,146.37,70.88,772.74
3974.26,16.87,16.29,146.14,62.61,719.33
3975.26,18.78,17.57,146.25,38.79,713.08
3976.26,13.31,16.46,146.59,66.28,715.67
3977.26,15.69,15.99,146.75,80.19,716.53
3978.26,16.71,18.55,146.86,86.41,714.38
3979.5,16,17.23,146.86,89.19,713.95
3980.5,16.48,18.59,145.95,58.1,0
3981.51,16.04,18.33,146.21,55.84,0
3982.51,16.97,17.65,146.56,53.34,704.74
3983.51,15.75,18.72,146.94,64.41,721.98
3984.53,17.09,20.08,147.2,53.34,719.4
3985.53,17.5,19.35,147.43,49.37,717.89
3986.53,17.17,19.78,147.55,53.95,719.4
3987.54,19.08,19.44,147.59,67.43,718.1
3988.54,17.18,19.57,147.66,60.45,738.36
3989.54,15.04,19.87,147.81,65.27,742.89
3990.54,13.12,20.42,147.89,60.11,733.41
3991.55,13.46,18.84,148.04,57.79,730.6
3992.55,14.04,19.99,148.04,64.05,725.43
3993.55,16.7,19.31,148.12,60.75,724.57
3994.55,15.76,19.31,148.92,56.12,725.86
3995.55,17.18,20.16,148.62,54.68,725.22
3996.55,17.94,20.04,148.39,64.35,727.59
3997.56,15.76,20.29,148.27,38.15,728.88
3998.56,16.55,19.61,148.31,60.42,729.53
3999.58,15.71,19.95,148.39,59.78,728.88
4000.58,17.02,19.14,148.46,58.56,728.45
4001.58,22.96,24.17,148.5,52.42,725
4002.59,21.87,24,148.62,52,723.49
4003.59,20.99,24.04,148.73,48.92,723.49
4004.59,22.97,24.72,148.77,47.48,721.34
4005.59,22.12,25.23,148.84,35.61,721.77
4006.6,22.83,23.74,148.84,41.29,722.2
4007.62,23.09,24.55,148.88,33.84,722.85
4008.62,19.07,25.23,148.88,38.76,723.28
4009.62,18.98,24.42,148.88,41.75,723.71
4010.62,18.58,24.68,148.88,37.44,725.43
4011.62,17.85,24.17,148.84,41.17,727.37
4012.62,17.4,23.61,148.84,43.42,727.16
4014.01,31.59,18.63,148.16,48.03,728.88
4015.35,30.38,13.22,148.16,56.15,727.8
4016.5,30.67,17,148.2,59.84,727.8
4017.52,25.9,17.74,148.27,50.11,723.28
4018.53,19.7,25.02,149.45,45.41,709.27
4019.55,17.92,25.02,149.53,41.04,709.7
4020.57,20.51,24.17,149.64,34.76,709.7
4021.57,20.13,24.55,149.76,41.07,708.62
4022.57,18.98,24.25,149.87,25.27,708.62
4023.57,17.59,23.83,149.91,35.12,699.35
4024.57,17.05,24.93,149.99,50.11,700.21
4025.57,20.37,25.27,150.06,41.07,695.04
4026.58,19.18,24.51,150.1,28.23,698.49
4027.6,20.62,24.04,150.18,48.09,702.8
4028.6,20.37,25.32,150.18,51.45,705.17
4029.6,20.47,24.89,150.22,48.37,703.88
4030.62,21.09,25.1,150.29,52.67,703.88
4031.62,22.38,25.02,150.29,44.58,701.94
4032.62,28.24,25.19,150.29,47.97,703.23
4033.64,24.15,25.32,150.33,63.56,704.96
4034.64,23.41,23.87,150.29,61.15,703.45
4035.64,21.84,23.36,150.29,63.77,704.09
4036.64,22.65,24.34,150.33,60.23,705.17
4037.64,19.06,24.59,150.41,63.9,707.11
4038.64,19.64,24.25,150.48,58.89,707.76
4039.66,21.35,24.89,150.6,58.74,706.68
4040.68,22.11,24.29,150.67,54.99,705.82
4041.68,30.01,24.68,150.71,50.75,702.58
4042.68,28.32,24.89,150.79,58.98,698.49
4043.68,27.29,23.7,150.83,64.96,699.78
